1,0,1445425462477,1445425462481
1,0,1445425462476,1445425462480
1,0,1445425462477,1445425462484
1,0,1445425462478,1445425462482
1,0,1445425462477,1445425462481
1,0,1445425462476,1445425462480
1,0,1445425462478,1445425462486
1,0,1445425462478,1445425462486
2,0,1445425462582,1445425462583
2,0,1445425462581,1445425462583
2,0,1445425462581,1445425462584
2,0,1445425462582,1445425462584
2,0,1445425462583,1445425462586
2,0,1445425462585,1445425462586
2,0,1445425462587,1445425462588
2,0,1445425462587,1445425462589
1,0,1445425462684,1445425462686
2,0,1445425462683,1445425462687
2,0,1445425462683,1445425462687
2,0,1445425462684,1445425462687
1,0,1445425462687,1445425462689
1,0,1445425462688,1445425462689
2,0,1445425462687,1445425462689
2,0,1445425462689,1445425462691
2,0,1445425462786,1445425462787
1,0,1445425462787,1445425462788
1,0,1445425462787,1445425462789
2,0,1445425462787,1445425462789
2,0,1445425462789,1445425462790
2,0,1445425462789,1445425462790
1,0,1445425462789,1445425462791
2,0,1445425462791,1445425462793
2,0,1445425462887,1445425462889
2,0,1445425462888,1445425462889
2,0,1445425462889,1445425462891
2,0,1445425462890,1445425462891
2,0,1445425462889,1445425462892
1,0,1445425462890,1445425462892
2,0,1445425462891,1445425462892
1,0,1445425462893,1445425462895
2,0,1445425462990,1445425462992
1,0,1445425462990,1445425462992
2,0,1445425462992,1445425462994
2,0,1445425462992,1445425462994
1,0,1445425462992,1445425462994
1,0,1445425462992,1445425462994
1,0,1445425462992,1445425462994
2,0,1445425462995,1445425462996
2,0,1445425463092,1445425463093
1,0,1445425463092,1445425463094
2,0,1445425463094,1445425463095
2,0,1445425463094,1445425463095
2,0,1445425463094,1445425463095
1,0,1445425463094,1445425463096
2,0,1445425463094,1445425463096
2,0,1445425463096,1445425463097
2,0,1445425463195,1445425463196
2,0,1445425463194,1445425463196
1,0,1445425463196,1445425463197
2,0,1445425463196,1445425463197
2,0,1445425463197,1445425463198
1,0,1445425463197,1445425463198
1,0,1445425463196,1445425463199
1,0,1445425463198,1445425463199
2,0,1445425463297,1445425463299
2,0,1445425463298,1445425463299
2,0,1445425463297,1445425463299
1,0,1445425463298,1445425463299
2,0,1445425463299,1445425463301
2,0,1445425463300,1445425463301
2,0,1445425463300,1445425463301
2,0,1445425463299,1445425463302
2,0,1445425463399,1445425463400
1,0,1445425463399,1445425463401
1,0,1445425463399,1445425463401
2,0,1445425463399,1445425463401
1,0,1445425463401,1445425463402
2,0,1445425463401,1445425463403
2,0,1445425463401,1445425463403
1,0,1445425463402,1445425463404
2,0,1445425463501,1445425463502
2,0,1445425463502,1445425463503
2,0,1445425463502,1445425463503
1,0,1445425463502,1445425463504
2,0,1445425463503,1445425463504
2,0,1445425463504,1445425463505
2,0,1445425463504,1445425463505
1,0,1445425463504,1445425463505
1,0,1445425463602,1445425463603
2,0,1445425463603,1445425463604
2,0,1445425463603,1445425463605
2,0,1445425463604,1445425463605
2,0,1445425463604,1445425463605
2,0,1445425463605,1445425463606
1,0,1445425463605,1445425463606
2,0,1445425463605,1445425463607
2,0,1445425463704,1445425463705
2,0,1445425463705,1445425463707
2,0,1445425463706,1445425463708
2,0,1445425463706,1445425463708
1,0,1445425463706,1445425463708
2,0,1445425463709,1445425463710
